Norma,Descricao da Sigla,Data de Apresentacao,Autor,Partido,Ementa,Similaridade Semantica,Link Documento PDF,Link Página Web,Indexacao,Último Estado,Data Último Estado,Situação
PL 1893/2025,Projeto de Lei,2025-04-28,Rogéria Santos,REPUBLICANOS,"Institui o Programa Nacional de Prevenção e Combate ao Estelionato Digital com o uso de algoritmos e inteligência artificial, e dá outras providências.",0.577,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2892590,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2500774,"Criação, Programa Nacional de Prevenção e Combate ao Estelionato Digital (PROALGODIGITAL), regulação, utilização, Big data, Algoritmo, inteligência artificial, prevenção, Crime cibernético, fraude eletrônica.",Encerramento de Prazo,2025-06-26,Aguardando Parecer
PL 898/2025,Projeto de Lei,2025-03-11,Helio Lopes,PL,Institui a Lei de Incentivo à Pesquisa e Desenvolvimento da Inteligência Artificial no Brasil e dá outras providências.,0.573,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2865103,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2486482,"Criação, Ação governamental, destinação, Recursos financeiros, fomento, incentivo, Pesquisa científica, Pesquisa acadêmica, Inovação tecnológica, Desenvolvimento tecnológico, Inteligência artificial.",Encerramento de Prazo,2025-06-26,Aguardando Parecer
PL 3212/2025,Projeto de Lei,2025-07-02,Duda Ramos,MDB,Institui a Política Nacional de Conectividade Universal e torna a internet um direito essencial à cidadania em áreas remotas e de alta vulnerabilidade.,0.572,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2948254,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2531514,"Criação, Política Nacional de Conectividade Universal, Fundo Nacional de Universalização da Conectividade, garantia, acesso gratuito, acesso irrestrito, internet, área rural, área remota, indígenas, quilombolas, comunidade ribeirinha, vulnerabilidade social, município, Região Norte, Brasil, inferioridade, Índice de Desenvolvimento Humano (IDH).",Publicação de Proposição,2025-09-01,
PL 3211/2025,Projeto de Lei,2025-07-02,Duda Ramos,MDB,"Estabelece incentivos e prioridades para provedores regionais de internet no acesso a políticas públicas de conectividade e linhas de financiamento, e dá outras providências.",0.570,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2948252,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2531512,"Incentivo, provedor de acesso, internet, pequena empresa, média empresa, âmbito regional, acesso, política pública, criação, Programa Nacional de Incentivo aos Provedores Regionais (PNIPR).",Retirada de Pauta,2025-10-15,Pronta para Pauta
PL 3144/2025,Projeto de Lei,2025-07-01,Sargento Portugal,PODE,"Esta lei proíbe a utilização de quaisquer tipos de redes sociais baseadas na internet, aplicativos via internet, inclusive de tráfego e navegação por “GPS” e quaisquer outros recursos via internet, para divulgação de locais de realização de “blitzes”, operações policiais, operações da Lei Seca e afins e dá outras providências.",0.565,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2945445,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2529549,"Proibição, Provedor de aplicações, divulgação, internet, rede social digital, Software aplicativo, Sistema de Posicionamento Global (GPS), localização, Fiscalização de trânsito, Operação policial.",Designação de Relator(a),2025-10-15,Aguardando Parecer
PL 4455/2025,Projeto de Lei,2025-09-04,Maurício Carvalho,UNIÃO,"Altera a Lei nº 14.533, de 11 de janeiro de 2023, que institui a Política Nacional de Educação Digital e dá outras providências, para dispor sobre desenvolvimento de competências para o uso inteligência artificial.",0.552,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2993539,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2557405,"Alteração, Política Nacional de Educação Digital (PNED), inclusão, prioridade, estratégia (administração), educação digital, desenvolvimento, competência, aluno, educação básica, responsabilidade, utilização, inteligência artificial generativa.",Recebimento,2025-10-06,Tramitando em Conjunto
PL 2660/2025,Projeto de Lei,2025-05-29,Talíria Petrone,PSOL,"Altera a Lei nº 12.608, de 10 de abril de 2012, para promover a segurança e a saúde de trabalhadores por aplicação de internet quando da ocorrência de acidentes e desastres e para dispor sobre as obrigações dos provedores de aplicações de internet para trabalho.",0.551,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2924018,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2519699,"Alteração, lei federal, provedor de aplicações, internet, prestação de serviços, trabalhador, Sistema Nacional de Proteção e Defesa Civil (SINPDEC), segurança do trabalho, desastre ambiental, situação de emergência, obrigatoriedade, monitoramento, orientação, diretrizes, entregador por aplicativo, motorista de aplicativo, sistema de alerta, mudança climática.",Encerramento de Prazo,2025-08-27,Aguardando Parecer
PL 899/2025,Projeto de Lei,2025-03-11,Helio Lopes,PL,Institui a Lei de Inclusão Digital e Desenvolvimento de Habilidades Educacionais com Inteligência Artificial no Brasil e dá outras providências.,0.549,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2865105,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2486483,"Criação, Lei de Inclusão Digital e Desenvolvimento de Habilidades Educacionais com Inteligência Artificial no Brasil, destinação, recursos públicos, Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb), promoção, inclusão digital, utilização, tecnologia, inteligência artificial, ensino, aprendizagem, diretrizes.",Encerramento de Prazo,2025-06-12,Aguardando Parecer
PL 4522/2025,Projeto de Lei,2025-09-10,Camila Jara,PT,Dispõe sobre diretrizes e critérios para o cumprimento dos protocolos do Conselho Federal de Psicologia no âmbito do uso de sistemas de inteligência artificial generativa de uso conversacional (IAg-C).,0.538,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2998075,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2559965,"Critério, cumprimento, protocolo, Conselho Federal de Psicologia (CFP), usuário, utilização, Inteligência artificial generativa, Tratamento psicológico, saúde mental, diretrizes.",Apresentação de Proposição,2025-09-10,Aguardando Chancela e Publicação do Despacho
PL 4091/2025,Projeto de Lei,2025-08-19,Delegado Ramagem,PL,"Altera a Lei nº 12.965, de 23 de Abril de 2014 (Marco Civil da Internet), e dá outras providências.",0.536,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2979817,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2549506,"Alteração, Marco Civil da Internet (2014), regulação, direitos, usuário, rede social digital. _ Critério, exclusão, suspensão, conta de usuário, Remoção de conteúdo, perfil de usuário, Liberdade de expressão. _ Alteração, Estatuto da Criança e do Adolescente (ECA) (1990), crime, conteúdo digital, sexualização precoce, Adultização de crianças e adolescentes. _ Alteração, Código Civil (2002), inaplicação, responsabilidade civil, Reparação do dano, Aplicação de internet, Ato ilícito, conteúdo de usuário.",Recebimento,2025-09-23,Aguardando Designação de Relator(a)
PL 5208/2025,Projeto de Lei,2025-10-15,Alex Santana,REPUBLICANOS,"Institui a Identificação Digital Segura de Agentes Públicos (ID-Agente), no âmbito da Estratégia Nacional de Governo Digital, de que trata a Lei nº 14.129, de 29 de março de 2021.",0.528,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3022978,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2572479,"Alteração, Lei do Governo Digital (2021), Estratégia Nacional de Governo Digital, criação, Identificação Digital Segura de Agentes Públicos (ID-Agente), diretrizes, tecnologia, segurança, cidadão.",Apresentação de Proposição,2025-10-15,Aguardando Autorização do Despacho
PL 3714/2025,Projeto de Lei,2025-08-05,Marcio Alvino,PL,"Altera a Lei nº 13.146, de 6 de julho de 2015 (Estatuto da Pessoa com Deficiência), determinando que os aplicativos de internet mantidos pelo Poder Público ou por empresas com sede ou representação no Brasil ofereçam recursos que viabilizem o acesso por pessoas com deficiência.",0.517,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2966094,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2539777,"Alteração, Estatuto da Pessoa com Deficiência (2015), critério, obrigatoriedade, empresa, órgão público, acessibilidade, sítio (internet), aplicação de internet, utilização, pessoa com deficiência, direitos do deficiente.",Recebimento,2025-10-13,Tramitando em Conjunto
PL 3326/2025,Projeto de Lei,2025-07-09,Eduardo da Fonte,PP,"Obriga a instalação infraestrutura de telecomunicações, para acesso a telefonia e internet móvel, nos municípios do interior do Brasil.",0.515,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2952889,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2534202,"Alteração, Lei Geral das Antenas (2015), critério, obrigatoriedade, concessionária de serviço de telecomunicação, instalação, Infraestrutura de telecomunicação, acesso, serviços, telefonia, Internet, município, interior (cidade), diretrizes.",Encerramento de Prazo,2025-08-20,Aguardando Parecer
PL 3891/2025,Projeto de Lei,2025-08-11,Professora Luciene Cavalcante,PSOL,"Altera a Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet), para dispor sobre a responsabilização pessoal dos representantes legais, em território nacional, por provedores de aplicações de internet em relação a conteúdos que promovem a 'adultização' infantil e a pedofilia.",0.510,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2970447,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2542395,"Alteração, Marco Civil da Internet (2014), Responsabilidade pessoal, Provedor de aplicações, Internet, omissão, identificação, remoção de conteúdo, Adultização de crianças e adolescentes, pedofilia, vantagem econômica, exploração, conteúdo digital, menor de idade. _ Enfrentamento, pedofilia.",Apresentação de Proposição,2025-08-11,Aguardando análise do Presidente da Câmara - (Decisão)
PL 3009/2025,Projeto de Lei,2025-06-23,David Soares,UNIÃO,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, para estabelecer como componente curricular o ensino da  Inteligência Artificial.",0.501,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2939428,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2527346,"Alteração, Lei de Diretrizes e Bases da Educação Nacional (1996), critério, obrigatoriedade, instituição de ensino, educação básica, conteúdo programático, ética digital, utilização, inteligência artificial, diretrizes.",Recebimento,2025-09-23,Tramitando em Conjunto
PL 3286/2025,Projeto de Lei,2025-07-08,Domingos Sávio,PL,"Institui o Sistema de Autocontrole Regulado das Plataformas Digitais, altera as Leis nº 12.965, de 23 de abril de 2014 – Marco Civil da Internet – para aperfeiçoar o regime jurídico da responsabilidade civil das plataformas em decorrência de conteúdo gerado por terceiros, e nº 8.389, de 30 de dezembro de 1991 – que institui o Conselho de Comunicação Social, e dá outras providências.",0.500,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2950995,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2533062,"Criação, Sistema de Autocontrole Regulado das Plataformas Digitais, alteração, Marco Civil da Internet (2014), Lei federal, critério, Moderação de conteúdo, controle, Responsabilidade civil, Provedor de aplicações, Rede social digital, Perfil de usuário, diretrizes.",Apensação,2025-10-06,Aguardando Parecer
PL 1199/2025,Projeto de Lei,2025-03-24,Guilherme Boulos,PSOL,"Altera a Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet), para dispor sobre a responsabilidade de provedores de aplicações de internet em casos de monetização e impulsionamento de conteúdos que incitem crimes contra o Estado Democrático de Direito.",0.499,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2871512,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2488757,"Alteração, Marco Civil da Internet (2014), responsabilização, provedor de aplicações, internet, monetização, impulsionamento de conteúdo, crime contra o Estado Democrático de Direito, crime contra as instituições democráticas, abolição violenta do Estado Democrático de Direito, Golpe de Estado (crime), crime contra o funcionamento das instituições democráticas no processo eleitoral, crime contra o exercício dos direitos políticos, individuais e sociais, crime contra a soberania nacional, território, espionagem (crime), apologia, diretrizes, responsabilidade solidária, ato antidemocrático, medida cautelar, proteção, dados pessoais, registro, conexão, acesso, comunicação privada, ordem judicial, obrigatoriedade, canal de atendimento, pessoa física, restrição, usuário, mídia digital.",Designação de Relator(a),2025-05-27,Aguardando Parecer
PL 740/2025,Projeto de Lei,2025-02-28,Zé Neto,PT,"Altera a Lei nº 9.998, de 17 de agosto de 2000, que institui o Fundo de Universalização dos Serviços de Telecomunicações (Fust), para destinar percentual mínimo do Fust para ações que visam universalizar o acesso à internet nos domicílios brasileiros localizados em áreas rurais.",0.499,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2862592,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2485860,"Alteração, Lei do Fundo de Universalização dos Serviços de Telecomunicações (2000), critério, acesso, internet, percentual, recursos, área rural, diferença, área urbana, qualidade, conexão, universalização, inclusão digital.",Encerramento de Prazo,2025-04-29,Aguardando Parecer
PL 1861/2025,Projeto de Lei,2025-04-25,André Figueiredo,PDT,Institui a Lei de Proteção aos Usuários de Telecomunicações.,0.496,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2891793,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2500291,"Alteração, Lei Geral de Telecomunicações (1997), Código de Defesa do Consumidor (1990), Código Penal (1940), direitos, usuário, serviço, telecomunicação, privacidade, dados, obrigatoriedade, prestador de serviço, robocall, comercialização, prática abusiva, tipificação de conduta, falsificação, adulteração, ligação telefônica. _Criação, Lei de Proteção aos Usuários de Telecomunicações, diretrizes.",Designação de Relator(a),2025-06-17,Aguardando Parecer
PL 3103/2025,Projeto de Lei,2025-06-27,Padre João,PT,"Acrescenta novo art. 42-B à Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para fins de proibir ligações telefônicas realizadas por meio de operadoras de telefonia, com ou sem utilização de internet, originadas de instituições financeiras e similares, bem como de outros fornecedores de produtos e serviços, com a finalidade de ofertar serviços ou efetuar cobranças, e dá outras providências.",0.496,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2943904,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2529056,"Alteração, Código de Defesa do Consumidor (1990), critério, proibição, ligação telefônica, oferta, serviços, cobrança, débito.",Encerramento de Prazo,2025-09-18,Aguardando Parecer
PL 4062/2025,Projeto de Lei,2025-08-18,Renata Abreu,PODE,Institui o Estatuto da Proteção da Criança na Era Digital – EPCED e dá outras providências.,0.495,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2978998,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2548924,"Criação, Estatuto da Proteção da Criança na Era Digital (EPCED), proteção, Direitos da criança e do adolescente, Ambiente virtual, princípios, diretrizes. _ Enfrentamento, pedofilia.",Apresentação de Proposição,2025-08-18,Aguardando análise do Presidente da Câmara - (Decisão)
PL 1969/2025,Projeto de Lei,2025-04-29,Adilson Barroso,PL,"Dispõe sobre a inclusão na Lei nº 9.610, de 19 de fevereiro de 1998, da regulação da titularidade, autoria, registro, proteção e responsabilidade civil relativa às obras intelectuais geradas por sistemas de Inteligência Artificial (IA).",0.491,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2895661,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2502877,"Alteração, Lei dos Direitos Autorais (1998), regulamentação, titularidade, autoria (publicação), registro, proteção, responsabilidade civil, obra intelectual, inteligência artificial, diretrizes.",Recebimento,2025-09-23,Tramitando em Conjunto
PL 4081/2025,Projeto de Lei,2025-08-19,Antônia Lúcia,REPUBLICANOS,"Dispõe sobre a proteção integral de crianças e adolescentes no uso da internet e das redes sociais, estabelece obrigações às plataformas digitais e dá outras providências.",0.491,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2979589,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2549345,"Diretrizes, proteção, menor de idade, ambiente virtual, Controle parental, responsabilização, plataforma digital. _ Enfrentamento, Adultização de crianças e adolescentes, pedofilia.",Apresentação de Proposição,2025-08-19,Aguardando análise do Presidente da Câmara - (Decisão)
PL 1685/2025,Projeto de Lei,2025-04-14,Carla Zambelli,PL,"Dispõe sobre a inclusão na Lei nº 9.610, de 19 de fevereiro de 1998, da regulação da titularidade, autoria, registro, proteção e responsabilidade civil relativas às obras intelectuais geradas por sistemas de Inteligência Artificial (IA).",0.490,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2886523,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2497660,"Alteração, Lei dos Direitos Autorais (1998), disciplinamento, criação, registro, autoria, utilização, obra intelectual, Inteligência Artificial Generativa, responsabilidade civil, proteção, Direito autoral, pessoa física, diretrizes.",Recebimento,2025-09-23,Tramitando em Conjunto
PL 2729/2025,Projeto de Lei,2025-06-05,Guilherme Boulos,PSOL,"Altera a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições), para dispor sobre desinformação na propaganda eleitoral, propaganda eleitoral na internet e direito de resposta em propaganda eleitoral na internet.",0.487,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2927313,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2520716,"Alteração, Lei das Eleições (1997), critério, desinformação, propaganda eleitoral, responsabilidade, provedor de aplicações, diretrizes.",Designação de Relator(a),2025-08-21,Aguardando Parecer
PL 897/2025,Projeto de Lei,2025-03-11,Helio Lopes,PL,Institui a Lei de Incentivo à Pesquisa em Inteligência Artificial com Recursos das Apostas e Jogos Lotéricos,0.486,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2865102,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2486481,"Criação, Ação governamental, destinação, Recursos financeiros, Aposta esportiva, Jogo online, incentivo, Pesquisa científica, Pesquisa acadêmica, Inteligência artificial,",Encerramento de Prazo,2025-06-26,Aguardando Parecer
PL 785/2025,Projeto de Lei,2025-03-07,Dimas Gadelha,PT,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), e a Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet), para estabelecer a necessidade de autorização judicial para a atuação de crianças e adolescentes como influenciadores digitais mirins, bem como para dispor sobre a proteção de crianças e adolescentes na produção e divulgação de conteúdo em aplicações de internet.",0.482,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2863849,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2486034,"Alteração, Estatuto da Criança e do Adolescente (ECA) (1990), Marco Civil da Internet (2014), obrigatoriedade, autorização judicial, criança, adolescente, atuação, influenciador digital, proteção, produção, divulgação, conteúdo digital, aplicação de internet, diretrizes.",Apresentação de Requerimento,2025-10-09,Aguardando Parecer
PL 5441/2025,Projeto de Lei,2025-10-28,João Daniel,PT,"Institui a Lei de Equidade Digital e Transparência Algorítmica nas Relações de Consumo, para PROIBIR a discriminação individualizada de preços por perfil, disciplinar o uso de bots e algoritmos, assegurar transparência e auditoria, e alterar a Lei nº 8.078/1990 (CDC), a Lei nº 12.965/2014 (Marco Civil da Internet) e a Lei nº 12.529/2011 (Defesa da Concorrência).",0.479,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3032011,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577795,"Normatização, proteção, consumidor, ambiente virtual, criação, Política Nacional de Equidade Digital, transparência algorítmica, segurança, boa-fé, relações de consumo, Meio eletrônico. _ Proibição, Robô virtual, algoritmo, discriminação, preço, comércio eletrônico. _ Alteração, Código de Defesa do Consumidor (1990), Marco Civil da Internet (2014), proibição, algoritmo de precificação, mercado digital, dados pessoais, consumidor, diretrizes.",Apresentação de Proposição,2025-10-28,Aguardando Despacho do Presidente da Câmara dos Deputados
PL 3205/2025,Projeto de Lei,2025-07-02,Duda Ramos,MDB,"Altera a Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet), para dispor sobre a proteção de crianças e adolescentes contra conteúdos prejudiciais na internet.",0.479,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2948177,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2531453,"Alteração, Marco Civil da Internet (2014), critério, provedor de aplicações, proteção, criança, adolescente, exposição ao perigo, conteúdo impróprio, penalidade.",Designação de Relator(a),2025-10-15,Aguardando Parecer
PL 3605/2025,Projeto de Lei,2025-07-18,Duda Ramos,MDB,"Altera a Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet), para dispor sobre a proteção de crianças e adolescentes contra conteúdos prejudiciais na internet.",0.479,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2960963,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2538314,"Alteração, Marco Civil da Internet (2014), obrigações, provedor de aplicações, internet, responsabilização, Princípio da proteção integral da criança e do adolescente, riscos (segurança), plataforma digital, remoção de conteúdo, bloqueio, moderação de conteúdo, canal de denúncia, pais, responsável legal, segurança cibernética, transparência, verificação, menor de idade, diretrizes, combate, violência, abuso, discurso de ódio, desafio online.",Apresentação de Requerimento,2025-09-03,Aguardando Despacho do Presidente da Câmara dos Deputados (Autorização)
